id,formula,mid1,mid2,spg1,spg2,de,dist
2428,Cs12Fe4O10,mp-1105876,mp-505147,8,12, 0.640, 0.266
2430,Co6Li14Mn4O24,mp-1175151,mp-1174525,8,12,-0.150, 1.678
2432,Co10Li16O20,mp-1176858,mp-754754,8,12, 0.031, 0.120
2434,Co2I4O12,mp-1181620,mp-1181661,8,162,-0.091, 0.169
2436,Ca4Co2O6,mp-1182074,mp-30240,8,12,-0.004, 0.107
2438,Ba2La2Mn2Ru2O12,mp-1273256,mp-1227855,8,216,-0.079, 0.493
2440,Li8C2O8,mp-549389,mp-551848,8,121,-0.001, 0.131
2442,Li8C2O8,mp-549565,mp-546202,8,215,-0.010, 0.356
2444,K8C2O8,mp-605843,mp-549869,8,121,-0.003, 0.255
2446,La6Li4Nb4Ti4O26,mp-776497,mp-1177974,8,139,-0.011, 0.071
2448,Ca4Fe8O16,mvc-12582,mvc-8188,8,12, 0.051, 0.830
2450,Sr2U4As4O40,mp-1197735,mp-1198396,7,13, 0.203, 0.954
2452,Cr4N8,mp-1015076,mvc-13461,7,12, 0.054, 1.113
2454,Cr4N8,mp-1015076,mp-1014478,7,72,-0.017, 1.293
2456,Cr4N8,mp-1015076,mp-1014264,7,225,-0.397, 1.343
2458,Cr4N8,mp-1015076,mp-1014373,7,227, 0.261, 1.694
2460,Ce4Se8,mp-1080264,mp-1011377,7,72, 0.017, 1.391
2462,Ce4Se8,mp-1080264,mp-1080302,7,60, 0.072, 1.614
2464,Li4Mn4O48P16,mp-1101579,mp-704184,7,134,-0.174, 0.273
2466,Mn2O16P4,mp-1180525,mp-1192317,7,14,-0.098, 0.097
2468,Fe12O16,mp-1181570,mp-1192788,7,57, 0.024, 0.223
2470,Fe12O16,mp-1181570,mp-18731,7,63, 0.024, 0.220
2472,O8Si4,mp-553881,mp-10064,7,225,-0.912, 0.922
2474,O8Si4,mp-553881,mp-10948,7,60, 0.106, 0.646
2476,O8Si4,mp-553881,mp-1071820,7,72,-0.077, 1.375
2478,O8Si4,mp-553881,mp-545488,7,13,-0.337, 1.236
2480,O8Si4,mp-553881,mp-8352,7,227, 0.348, 1.286
2482,Fe16B8O32,mp-566717,mp-20302,7,62, 0.495, 0.194
2484,H20N4O8,mp-625109,mp-625108,7,14, 0.088, 0.809
2486,Li8C2O8,mp-645317,mp-551848,7,121,-0.035, 1.608
2488,Dy6Ta2O14,mp-674513,mp-1173044,7,67,-0.003, 0.211
2490,Lu6Nb2O14,mp-676725,mp-1101627,7,67,-0.002, 0.147
2492,Ho6Ta2O14,mp-676804,mp-1173021,7,67,-0.117, 0.969
2494,Gd6Nb2O14,mp-686043,mp-1100705,7,67,-0.141, 0.905
2496,Ba2La2Mn2Ru2O12,mp-690567,mp-1227855,7,216,-0.053, 0.454
2498,Li4Mn2F12,mp-753601,mp-754966,7,136, 0.158, 1.398
2500,Cu4Li2O8P2,mp-758179,mp-758070,7,121,-0.010, 1.233
2502,Li4Mn4O28P8,mp-776395,mp-782650,7,14,-0.069, 1.552
2504,Li4Mn4O28P8,mp-776395,mp-705357,7,14,-0.005, 1.687
2506,Li4Mn4O28P8,mp-776395,mp-1101530,7,14, 0.013, 1.518
2508,Ca4Co8O16,mvc-6535,mvc-6414,7,63, 0.016, 0.286
2510,Ca4Co8O16,mvc-6535,mp-17544,7,62, 0.223, 0.971
2512,Sn8Zn4O16,mvc-6814,mvc-6087,7,63,-0.142, 0.725
2514,Sn8Zn4O16,mvc-6814,mvc-5733,7,62,-0.147, 1.388
2516,Mg4Si8,mp-1073263,mp-1073325,6,164, 0.040, 1.054
2518,Mg4Si8,mp-1073300,mp-1073594,6,10,-0.064, 1.747
2520,Mg4Si8,mp-1073300,mp-1073268,6,10, 0.011, 1.676
2522,Mg4Si8,mp-1073313,mp-1073304,6,10, 0.023, 0.675
2524,Mg4Si8,mp-1073313,mp-1073254,6,12, 0.016, 1.224
2526,Mg4Si8,mp-1073570,mp-1073456,6,166, 0.055, 1.456
2528,Mg6Si8,mp-1075286,mp-1075211,6,10,-0.024, 0.791
2530,Mg10Si12,mp-1075489,mp-1075532,6,10,-0.000, 0.240
2532,MgH2O4Si,mp-1078877,mp-1078468,6,10,-0.009, 0.263
2534,Ca4Sn4S12,mp-1100343,mp-866816,6,221,-0.178, 0.897
2536,Mg8Si16,mp-1100457,mp-1073330,6,10,-0.076, 1.172
2538,Mg8Si16,mp-1100457,mp-1073599,6,11,-0.004, 0.491
2540,Mg8Si16,mp-1100457,mp-1025126,6,74, 0.002, 1.288
2542,Mg8Si16,mp-1100457,mp-1073593,6,12, 0.001, 0.949
2544,Mg8Si16,mp-1100457,mp-1100459,6,74,-0.047, 0.928
2546,Mg8Si16,mp-1100457,mp-1073366,6,10,-0.058, 0.787
2548,Mg8Si16,mp-1100457,mp-1100458,6,62, 0.014, 0.610
2550,Co14Li8Ti4O36,mp-1177329,mp-774947,6,55, 0.022, 0.254
2552,Fe8O16,mp-1205429,mp-1181766,6,10,-0.291, 0.162
2554,Nb2Rh4,mp-1220414,mp-1220379,6,10,-0.034, 1.484
2556,Ca4La4Mn8O24,mp-1227570,mp-21507,6,58, 0.083, 0.315
2558,LiNa5N2,mp-29930,mp-1079063,6,10,-0.001, 0.060
2560,Mn8Br8Sb8Se16,mp-639335,mp-655834,6,55,-0.002, 0.170
2562,C16H8O16,mp-675395,mp-23680,6,11, 0.003, 0.283
2564,Pb8O12,mp-690722,mp-655547,6,12, 0.002, 0.117
2566,Pb8O12,mp-690722,mp-1179959,6,11, 0.184, 1.481
2568,Fe8Zn4O16,mvc-12661,mvc-15076,6,62,-0.161, 0.171
2570,Mg16Si12,mp-1074287,mp-1074532,5,23, 0.009, 0.150
2572,Co4Li8O12,mp-1173888,mp-1173880,5,12, 0.042, 0.131
2574,Co6F18,mp-1178425,mp-867808,5,150,-0.048, 0.093
2576,Co12C12O42,mp-1178537,mp-758832,5,150, 0.172, 0.101
2578,Yb12O36Te6,mp-1188075,mp-8504,5,150, 0.312, 0.927
2580,Ag4Cr4Ti4S16,mp-1238852,mp-1238893,5,24,-0.022, 0.269
2582,Na8C2O8,mp-13274,mp-546551,5,121,-0.026, 0.646
2584,Li8C2O8,mp-550320,mp-551740,5,121,-0.014, 0.871
2586,Li8C2O8,mp-550320,mp-551848,5,121,-0.053, 0.561
2588,Li8C2O8,mp-550320,mp-1180553,5,23,-0.053, 0.518
2590,Rb8C2O8,mp-551176,mp-545760,5,121,-0.003, 0.291
2592,Rb8C2O8,mp-551176,mp-550679,5,23, 0.003, 0.387
2594,K8C2O8,mp-551561,mp-549869,5,121,-0.006, 0.295
2596,Ag16C32O32,mp-600237,mp-654937,5,15, 0.019, 0.270
2598,Ni2H4O4,mp-625074,mp-1180084,5,12,-0.470, 0.129
2600,Na2N6,mp-634410,mp-22003,5,166, 0.270, 1.166
2602,Na2N6,mp-634410,mp-570538,5,12, 0.269, 1.112
2604,Sc2F6,mp-634805,mp-695817,5,21, 0.011, 0.089
2606,Fe8Li8O56P16,mp-697764,mp-1101516,5,15, 0.008, 0.050
2608,Li12Mn12O64P16,mp-705468,mp-1101551,5,15,-0.075, 0.244
2610,Fe10Li8Ni2O24,mp-755202,mp-1177537,5,12, 0.019, 1.310
2612,Co6Fe12O36,mp-772739,mp-1178336,5,150, 0.014, 0.086
2614,Li8C2O8,mp-550498,mp-551740,5,121, 0.001, 0.150
2616,Zn2H4O4,mp-625488,mp-625487,5,164, 0.016, 0.362
2618,Fe8Li4F12O8,mp-755207,mp-1176751,5,15, 0.233, 0.065
2620,Fe8Li4F12O8,mp-755207,mp-1176729,5,15,-0.002, 1.744
2622,Fe2Li4P4S12,mp-867714,mp-1222773,5,149, 0.049, 0.208
2624,Co4O24Si8,mvc-12012,mvc-11366,5,15, 0.010, 0.223
2626,Cr4N8,mp-1016070,mp-1097738,4,20, 0.000, 0.466
2628,Mg4Si8,mp-1073644,mp-1073578,4,12,-0.162, 1.457
2630,Mg4Si8,mp-1073644,mp-1073456,4,166, 0.015, 0.704
2632,Mg4Si8,mp-1073644,mp-1073501,4,166, 0.058, 0.861
2634,Mg4Si8,mp-1073644,mp-1100466,4,14, 0.035, 0.701
2636,Mg4Si8,mp-1073644,mp-1073419,4,11,-0.086, 1.163
2638,Mg4Si8,mp-1073644,mp-1100460,4,11,-0.137, 1.089
2640,Mg4Si8,mp-1073644,mp-1073642,4,14, 0.032, 0.706
2642,Mg8Si4,mp-1074641,mp-1074730,4,14,-0.002, 1.540
2644,Zn4O8,mp-1178720,mp-1094003,4,164,-0.042, 1.128
2646,H12N8O18,mp-1181093,mp-1181328,4,18, 0.030, 1.725
2648,Cr8Fe4N4O32,mp-1196303,mp-1203682,4,14, 0.176, 0.127
2650,Al2K4B10O28,mp-1197321,mp-1224633,4,20,-0.070, 1.176
2652,C6Cl2H20N2O8,mp-554570,mp-560498,4,11, 0.000, 0.247
2654,Rb8C2O8,mp-556527,mp-545760,4,121,-0.011, 1.544
2656,Rb8C2O8,mp-556527,mp-547898,4,121,-0.007, 1.356
2658,Rb8C2O8,mp-556527,mp-550679,4,23,-0.005, 1.547
2660,Mo4H4O14,mp-626813,mp-1180305,4,11,-0.011, 0.482
2662,Ce4Cu16Sn4,mp-640286,mp-655580,4,19,-0.110, 1.423
2664,Co4Li8C8O24,mp-759685,mp-759781,4,14, 0.012, 1.139
2666,Co4Li8C8O24,mp-759898,mp-759781,4,14, 0.011, 1.198
2668,Li20Mn8O48P12,mp-778881,mp-849398,4,14, 0.254, 0.855
2670,Fe6F8O4,mp-779412,mp-780146,4,14, 0.077, 1.667
2672,Fe2Li4F8,mp-849493,mp-754457,4,14, 0.066, 1.478
2674,Fe12Li8Sn4O32,mp-863443,mp-1177962,4,198,-0.049, 0.109
2676,Fe10F4O16,mp-1178279,mp-780310,4,14,-0.404, 1.699
2678,K4Pd2O8,mp-1211762,mp-1104224,4,14, 0.012, 0.144
2680,Cu8C24H40N16S12,mp-600236,mp-555729,4,14, 0.012, 0.934
2682,Fe4H4O8,mp-625282,mp-625251,4,19, 0.078, 0.502
2684,Li2V2F8,mp-759459,mp-753338,4,10,-0.050, 0.983
2686,Li2V2F8,mp-759459,mp-753373,4,119, 0.025, 0.531
2688,Li2V2F8,mp-759459,mp-754895,4,14,-0.001, 0.803
2690,Li4Mn8F28,mp-759929,mp-759111,4,14, 0.803, 0.837
2692,Co2Li2O8Si2,mp-763313,mp-763240,4,20, 0.069, 1.610
2694,Co5Li9Mn2O16,mp-1176273,mp-1100694,3,10,-0.068, 1.497
2696,Mg8Si12,mp-1073021,mp-1073199,1,2,-0.027, 1.782
2698,Mg4Si8,mp-1073358,mp-1073456,1,166, 0.028, 1.247
2700,Mg4Si8,mp-1073358,mp-1073501,1,166, 0.072, 1.541
2702,Mg4Si8,mp-1073358,mp-1073419,1,11,-0.072, 1.380
2704,Mg4Si8,mp-1073358,mp-1073325,1,164, 0.023, 1.209
2706,Mg4Si8,mp-1073358,mp-1073299,1,65,-0.059, 1.773
2708,Mg4Si8,mp-1073358,mp-1100460,1,11,-0.123, 1.535
2710,Mg8Si16,mp-1073493,mp-1073454,1,2,-0.004, 0.922
2712,Mg12Si12,mp-1073702,mp-1073743,1,2,-0.007, 1.784
2714,Mg8Si6,mp-1074288,mp-1074532,1,23,-0.016, 1.687
2716,Mg8Si6,mp-1074288,mp-1074538,1,2,-0.022, 1.582
2718,FeF6N3,mp-1095055,mp-1079464,1,225,-0.545, 1.298
2720,Co4Li8Mn2O14,mp-1174610,mp-1174441,1,2, 0.051, 1.464
2722,Co4Li8Mn2O14,mp-1174682,mp-1174421,1,2, 0.065, 1.720
2724,Co3Li7Mn2O12,mp-1174708,mp-1174539,1,2, 0.023, 1.739
2726,Co4Li8Mn2O14,mp-1174769,mp-1174482,1,2,-0.053, 1.784
2728,Co3Li7Mn2O12,mp-1174939,mp-1174523,1,2, 0.003, 1.383
2730,Co3Li7Mn2O12,mp-1175044,mp-1174526,1,12, 0.023, 1.550
2732,Co3Li7Mn2O12,mp-1175044,mp-1174890,1,2, 0.198, 1.346
2734,Co3Li7Mn2O12,mp-1175044,mp-1174875,1,2, 0.002, 1.578
2736,Co3Li7Mn2O12,mp-1175052,mp-1174890,1,2, 0.174, 1.561
2738,Co3Li7Mn2O12,mp-1175052,mp-1174509,1,12, 0.031, 1.612
2740,Co5Li9Mn2O16,mp-1175593,mp-1175454,1,2,-0.006, 1.498
2742,Co5Li9Mn2O16,mp-1175593,mp-1175603,1,2, 0.031, 1.485
2744,Co5Li9Mn2O16,mp-1175593,mp-1175407,1,2, 0.013, 1.500
2746,Co5Li9Mn2O16,mp-1175593,mp-1175438,1,2, 0.116, 1.376
2748,Co5Li9Mn2O16,mp-1175593,mp-1175426,1,2, 0.046, 1.497
2750,Co5Li9Mn2O16,mp-1175670,mp-1175461,1,2, 0.043, 1.727
2752,Co5Li9Mn2O16,mp-1175670,mp-1176286,1,12, 0.046, 1.708
2754,Co5Li9Mn2O16,mp-1175670,mp-1175566,1,2, 0.053, 1.785
2756,Co5Li9Mn2O16,mp-1175840,mp-1175640,1,2,-0.045, 1.525
2758,Co5Li9Mn2O16,mp-1175840,mp-1175563,1,2,-0.045, 1.667
2760,Co5Li9Mn2O16,mp-1175840,mp-1175554,1,2,-0.151, 1.433
2762,Co5Li9Mn2O16,mp-1175905,mp-1175640,1,2,-0.002, 1.653
2764,Co5Li9Mn2O16,mp-1175905,mp-1175563,1,2,-0.002, 1.729
2766,Co5Li9Mn2O16,mp-1175905,mp-1175554,1,2,-0.108, 1.771
2768,Co5Li9Mn2O16,mp-1175909,mp-1175576,1,2,-0.052, 1.742
2770,Co5Li9Mn2O16,mp-1175909,mp-1175408,1,2,-0.054, 1.647
2772,Co5Li9Mn2O16,mp-1175942,mp-1175640,1,2,-0.053, 1.686
2774,Co5Li9Mn2O16,mp-1175942,mp-1175563,1,2,-0.053, 1.652
2776,Co5Li9Mn2O16,mp-1175942,mp-1175554,1,2,-0.159, 1.791
2778,Co5Li9Mn2O16,mp-1175963,mp-1175534,1,2,-0.014, 1.498
2780,Co5Li9Mn2O16,mp-1175963,mp-1175600,1,2, 0.160, 1.335
2782,Co5Li9Mn2O16,mp-1175978,mp-1175674,1,2,-0.044, 1.677
2784,Co5Li9Mn2O16,mp-1175978,mp-1175411,1,2,-0.026, 1.685
2786,Co5Li9Mn2O16,mp-1175978,mp-1175660,1,2,-0.046, 1.687
2788,Co5Li9Mn2O16,mp-1175988,mp-1175573,1,2,-0.094, 1.623
2790,Co5Li9Mn2O16,mp-1176171,mp-1100745,1,12,-0.058, 1.686
2792,Co5Li9Mn2O16,mp-1176171,mp-1175641,1,2,-0.077, 1.519
2794,Fe4Li2O8,mp-1178108,mp-1178103,1,2, 0.268, 1.604
2796,Fe4Li2O8,mp-1178108,mp-752935,1,15,-0.079, 0.190
2798,Sr4I8O8,mp-1179388,mp-1179408,1,14, 0.105, 0.848
2800,C4N4O10,mp-1182116,mp-1188168,1,18,-0.001, 0.220
2802,CdLaMn2O6,mp-1286205,mp-1222846,1,155, 0.024, 0.759
2804,Co4Cr2Li2O12,mp-1305214,mp-756072,1,12, 0.069, 0.295
2806,Fe4H14O13,mp-626851,mp-626827,1,2, 0.180, 1.148
2808,Fe4H14O13,mp-626855,mp-626827,1,2, 0.216, 1.145
2810,Fe8As10O26,mp-652804,mp-28519,1,2, 0.264, 0.154
2812,CrFe2Se4,mp-673844,mp-568349,1,12, 0.150, 1.595
2814,Na2Ru2O4,mp-675446,mp-7240,1,166, 0.055, 1.242
2816,Fe8F2O14,mp-850996,mp-756792,1,15,-0.436, 1.192
2818,Ca4W4O8,mvc-2857,mvc-5230,1,2,-0.292, 1.031
2820,Mg8Si12,mp-1072996,mp-1073224,1,12, 0.037, 1.701
2822,Mg8Si12,mp-1072996,mp-1073059,1,2, 0.042, 1.733
2824,Mg8Si12,mp-1073166,mp-1073438,1,2,-0.054, 1.704
2826,Mg4Si8,mp-1073316,mp-1073413,1,12, 0.003, 1.148
2828,Mg4Si8,mp-1073459,mp-1025126,1,74, 0.073, 1.654
2830,Mg4Si8,mp-1073623,mp-1073361,1,12,-0.003, 1.718
2832,Mg6Si6,mp-1073686,mp-1100452,1,12,-0.015, 0.923
2834,Mg6Si6,mp-1073686,mp-1073829,1,2,-0.001, 1.766
2836,Mg6Si6,mp-1073686,mp-1073688,1,2,-0.023, 0.934
2838,Mg6Si6,mp-1073686,mp-1073850,1,12,-0.012, 1.108
2840,Mg6Si6,mp-1073686,mp-1100456,1,2,-0.005, 0.277
2842,Mg6Si6,mp-1073686,mp-1073823,1,2,-0.041, 1.678
2844,Mg6Si6,mp-1073730,mp-1100455,1,2, 0.116, 1.589
2846,Mg8Si6,mp-1074264,mp-1074333,1,2, 0.031, 1.261
2848,Mg8Si6,mp-1074346,mp-1074538,1,2,-0.005, 1.790
2850,Mg8Si6,mp-1074455,mp-1074412,1,2, 0.047, 1.669
2852,Co4Li8Mn2O14,mp-1174621,mp-1174480,1,2,-0.304, 1.777
2854,Co4Li8Mn2O14,mp-1174621,mp-1174389,1,2, 0.024, 1.722
2856,Co3Li7Mn2O12,mp-1174932,mp-1174512,1,2,-0.079, 1.738
2858,Co3Li7Mn2O12,mp-1174932,mp-1174535,1,2, 0.011, 1.182
2860,Co3Li7Mn2O12,mp-1174932,mp-1174533,1,2, 0.093, 1.769
2862,Co3Li7Mn2O12,mp-1175082,mp-1174913,1,2, 0.116, 1.407
2864,Co3Li7Mn2O12,mp-1175082,mp-1174900,1,10, 0.111, 1.419
2866,Co3Li7Mn2O12,mp-1175082,mp-1174876,1,2,-0.038, 1.398
2868,Co3Li7Mn2O12,mp-1175082,mp-1174892,1,10,-0.102, 1.566
2870,Co3Li7Mn2O12,mp-1175082,mp-1174483,1,12,-0.010, 1.449
2872,Co3Li7Mn2O12,mp-1175082,mp-1174500,1,12, 0.161, 1.456
2874,CoLi7Mn4O12,mp-1175250,mp-1175277,1,12, 0.256, 1.348
2876,Co5Li9Mn2O16,mp-1175599,mp-1175533,1,2, 0.030, 1.715
2878,Co5Li9Mn2O16,mp-1175599,mp-1175489,1,2, 0.000, 1.633
2880,Co5Li9Mn2O16,mp-1175609,mp-1175454,1,2,-0.041, 1.486
2882,Co5Li9Mn2O16,mp-1175609,mp-1175603,1,2,-0.004, 1.493
2884,Co5Li9Mn2O16,mp-1175609,mp-1175411,1,2, 0.000, 1.784
2886,Co5Li9Mn2O16,mp-1175609,mp-1175407,1,2,-0.023, 1.404
2888,Co5Li9Mn2O16,mp-1175609,mp-1175438,1,2, 0.080, 1.471
2890,Co5Li9Mn2O16,mp-1175609,mp-1175404,1,2,-0.061, 1.720
2892,Co5Li9Mn2O16,mp-1175609,mp-1175426,1,2, 0.011, 1.376
2894,Co5Li9Mn2O16,mp-1175621,mp-1175387,1,2,-0.021, 1.591
2896,Co5Li9Mn2O16,mp-1175663,mp-1175386,1,2, 0.048, 1.797
2898,Co5Li9Mn2O16,mp-1175688,mp-1175573,1,2,-0.126, 1.794
2900,Co5Li9Mn2O16,mp-1175691,mp-1175573,1,2,-0.146, 1.558
2902,Co5Li9Mn2O16,mp-1175764,mp-1175474,1,12,-0.038, 1.712
2904,Co5Li9Mn2O16,mp-1175764,mp-1175388,1,2, 0.003, 1.734
2906,Co5Li9Mn2O16,mp-1175865,mp-1175607,1,2,-0.141, 1.706
2908,Co5Li9Mn2O16,mp-1175865,mp-1100700,1,10,-0.157, 1.749
2910,Co5Li9Mn2O16,mp-1175910,mp-1175713,1,2,-0.065, 1.793
2912,Co5Li9Mn2O16,mp-1175985,mp-1175713,1,2, 0.001, 1.640
2914,Co5Li9Mn2O16,mp-1175987,mp-1175731,1,2,-0.017, 1.714
2916,Co5Li9Mn2O16,mp-1175987,mp-1100701,1,10,-0.001, 1.711
2918,Co5Li9Mn2O16,mp-1176150,mp-1100726,1,10, 0.001, 1.704
2920,Co5Li9Mn2O16,mp-1176150,mp-1175857,1,2, 0.077, 1.410
2922,Co5Li9Mn2O16,mp-1176150,mp-1100730,1,12, 0.005, 1.429
2924,Co5Li9Mn2O16,mp-1176150,mp-1175686,1,2,-0.038, 1.420
2926,Co5Li9Mn2O16,mp-1176150,mp-1100690,1,10,-0.026, 1.424
2928,Co5Li9Mn2O16,mp-1176188,mp-1175607,1,2, 0.018, 1.593
2930,Co5Li9Mn2O16,mp-1176224,mp-1175655,1,2,-0.076, 1.355
2932,Co5Li9Mn2O16,mp-1176224,mp-1175695,1,2,-0.045, 1.559
2934,Co5Li9Mn2O16,mp-1176224,mp-1175676,1,2,-0.012, 1.247
2936,Co5Li9Mn2O16,mp-1176224,mp-1175680,1,2,-0.002, 1.362
2938,Co5Li9Mn2O16,mp-1176224,mp-1175694,1,2, 0.013, 1.364
2940,Co5Li9Mn2O16,mp-1176224,mp-1175666,1,2,-0.038, 1.605
2942,Co5Li9Mn2O16,mp-1176229,mp-1175553,1,2, 0.034, 1.617
2944,Co5Li9Mn2O16,mp-1176229,mp-1175533,1,2, 0.090, 1.549
2946,Co5Li6O10,mp-1177024,mp-761027,1,2, 0.013, 0.182
2948,AuF6O2,mp-1228770,mp-1182345,1,2, 0.247, 1.496
2950,AuF6O2,mp-1228770,mp-3530,1,2, 0.234, 1.455
2952,Fe4Na12O12,mp-1244517,mp-30947,1,14, 0.212, 1.248
2954,Al6Co6O18,mp-1248478,mvc-13532,1,194,-0.090, 0.216
2956,AlCo2Sr2TlO7,mp-1252241,mvc-2490,1,123,-0.154, 0.694
2958,Co2CrLiO6,mp-1319442,mp-756072,1,12, 0.197, 0.101
2960,Al2H2O4,mp-625075,mp-625055,1,11, 0.119, 1.473
2962,Ta2Y6O14,mp-675821,mp-1101635,1,67,-0.141, 1.149
2964,Co6F8O4,mp-754511,mp-754448,1,2, 0.140, 1.794
2966,Co6F8O4,mp-754511,mp-849985,1,2,-0.125, 1.624
2968,Fe2Li4F8,mp-754747,mp-755741,1,15,-0.023, 1.468
2970,Fe2Li4F8,mp-754747,mp-777588,1,63, 0.043, 1.756
2972,Mn6F8O4,mp-760972,mp-1176480,1,2, 0.284, 1.683
2974,Fe4Li20O16,mp-780192,mp-770834,1,14,-0.003, 1.074
2976,Fe4Li20O16,mp-780207,mp-770834,1,14, 0.006, 1.759
2978,Ba10V10O28,mp-863944,mp-19088,1,164, 0.146, 1.655
2980,Fe4Zn4O8,mvc-12665,mvc-580,1,12,-0.186, 0.437
2982,Fe4Zn4O8,mvc-12665,mvc-4949,1,2, 0.113, 1.636
2984,Mg8Si12,mp-1072984,mp-1073013,1,12, 0.028, 1.569
2986,Mg8Si12,mp-1073012,mp-1073199,1,2,-0.015, 1.794
2988,Mg8Si12,mp-1073012,mp-1073136,1,12,-0.024, 1.561
2990,Mg4Si8,mp-1073409,mp-1073484,1,11,-0.055, 1.535
2992,Mg4Si8,mp-1073409,mp-1073369,1,2, 0.011, 1.498
2994,Mg4Si8,mp-1073409,mp-1100462,1,2,-0.059, 1.701
2996,Mg4Si8,mp-1073557,mp-1073568,1,63, 0.043, 1.401
2998,Mg4Si8,mp-1073557,mp-1073529,1,62, 0.041, 1.418
3000,Mg8Si16,mp-1073655,mp-1073454,1,2, 0.018, 1.245
3002,Mg8Si16,mp-1073655,mp-1073599,1,11, 0.013, 1.330
3004,Mg8Si16,mp-1073655,mp-1073672,1,2, 0.004, 1.403
3006,Mg8Si16,mp-1073655,mp-1073455,1,19, 0.013, 1.512
3008,Mg8Si16,mp-1073655,mp-1100458,1,62, 0.031, 1.325
3010,Mg8Si6,mp-1074259,mp-1074375,1,2, 0.038, 1.659
3012,Mg8Si6,mp-1074283,mp-1074467,1,2, 0.069, 1.170
3014,Mg8Si6,mp-1074380,mp-1074538,1,2, 0.153, 1.621
3016,Mg8Si6,mp-1074382,mp-1074538,1,2,-0.020, 1.694
3018,Mg8Si6,mp-1074404,mp-1074538,1,2,-0.024, 1.757
3020,Mg8Si6,mp-1074417,mp-1074412,1,2, 0.010, 1.680
3022,Mg8Si6,mp-1074526,mp-1074333,1,2, 0.046, 0.758
3024,Mg8Si6,mp-1074526,mp-1074467,1,2, 0.063, 1.532
3026,Mg4Si8,mp-1100469,mp-1073416,1,2, 0.013, 1.511
3028,Mg4Si8,mp-1100469,mp-1025126,1,74, 0.004, 1.535
3030,Mg4Si8,mp-1100469,mp-1073361,1,12, 0.002, 1.394
3032,Si8,mp-1120447,mp-999200,1,139, 0.269, 1.590
3034,Si8,mp-1120447,mp-168,1,206, 0.212, 1.631
3036,Co3Li7Mn2O12,mp-1174884,mp-1174512,1,2,-0.024, 1.495
3038,Co3Li7Mn2O12,mp-1174884,mp-1174535,1,2, 0.066, 0.183
3040,Co3Li7Mn2O12,mp-1174884,mp-1174533,1,2, 0.147, 1.281
3042,Co3Li7Mn2O12,mp-1174918,mp-1174506,1,2, 0.177, 1.510
3044,Co3Li7Mn2O12,mp-1174943,mp-1174545,1,2, 0.070, 1.698
3046,Co5Li9Mn2O16,mp-1175708,mp-1175533,1,2, 0.023, 1.785
3048,Co5Li9Mn2O16,mp-1175711,mp-1175674,1,2,-0.017, 1.683
3050,Co5Li9Mn2O16,mp-1175711,mp-1175411,1,2, 0.001, 1.711
3052,Co5Li9Mn2O16,mp-1175794,mp-1175386,1,2,-0.014, 1.757
3054,Co5Li9Mn2O16,mp-1175795,mp-1175526,1,2, 0.012, 1.551
3056,Co5Li9Mn2O16,mp-1175797,mp-1175534,1,2,-0.107, 1.312
3058,Co5Li9Mn2O16,mp-1175797,mp-1175600,1,2, 0.067, 1.500
3060,Co5Li9Mn2O16,mp-1175797,mp-1176304,1,12, 0.022, 1.484
3062,Co5Li9Mn2O16,mp-1175797,mp-1175550,1,2, 0.043, 1.370
3064,Co5Li9Mn2O16,mp-1175844,mp-1175640,1,2, 0.015, 1.673
3066,Co5Li9Mn2O16,mp-1175844,mp-1175563,1,2, 0.015, 1.701
3068,Co5Li9Mn2O16,mp-1175844,mp-1175554,1,2,-0.092, 1.720
3070,Co5Li9Mn2O16,mp-1175859,mp-1176316,1,12, 0.013, 1.519
3072,Co5Li9Mn2O16,mp-1175859,mp-1175550,1,2,-0.008, 1.585
3074,Co5Li9Mn2O16,mp-1175952,mp-1175655,1,2, 0.003, 1.715
3076,Co5Li9Mn2O16,mp-1175952,mp-1175695,1,2, 0.035, 1.308
3078,Co5Li9Mn2O16,mp-1175952,mp-1175676,1,2, 0.068, 1.741
3080,Co5Li9Mn2O16,mp-1175952,mp-1175680,1,2, 0.077, 1.550
3082,Co5Li9Mn2O16,mp-1175952,mp-1175694,1,2, 0.093, 1.781
3084,Co5Li9Mn2O16,mp-1175952,mp-1100728,1,10,-0.000, 1.701
3086,Co5Li9Mn2O16,mp-1175952,mp-1100721,1,10, 0.061, 1.743
3088,Co5Li9Mn2O16,mp-1175952,mp-1175666,1,2, 0.041, 1.678
3090,Co5Li9Mn2O16,mp-1175994,mp-1175629,1,2, 0.043, 1.786
3092,Co5Li9Mn2O16,mp-1175994,mp-1175777,1,2, 0.035, 1.791
3094,Co5Li9Mn2O16,mp-1176014,mp-1175731,1,2,-0.033, 1.744
3096,Co5Li9Mn2O16,mp-1176014,mp-1100701,1,10,-0.017, 1.753
3098,Co5Li9Mn2O16,mp-1176152,mp-1175866,1,2,-0.041, 1.635
3100,Fe6F2O10,mp-1178306,mp-756026,1,2,-0.001, 1.736
3102,Co6F10O2,mp-1178431,mp-754286,1,2, 0.335, 1.324
3104,Co8Br8O8,mp-1181939,mp-1181976,1,61,-0.147, 0.135
3106,Cd2Br4O8,mp-1181986,mp-1181899,1,14, 0.352, 1.665
3108,Cd6O40S6,mp-1182631,mp-1198328,1,15,-0.156, 0.278
