id,formula,mid1,mid2,spg1,spg2,de,dist
0,Pb2S2,mp-1012435,mp-1018019,186,194,-0.006, 0.194
2,Al24Sr2O38,mp-1218531,mp-6995,186,194,-0.000, 0.214
4,Fe24Sr2O38,mp-1218653,mp-3742,186,194, 0.009, 0.063
6,Al24Ca2O38,mp-1227489,mp-28234,186,194,-0.000, 0.170
8,Mn4Sr4O12,mp-1218206,mp-19001,186,194, 0.010, 0.101
10,Ba2Fe24O38,mp-1228836,mp-554293,186,194, 0.000, 0.181
12,Ba2Ni2O6,mp-19241,mp-19138,186,194,-0.000, 0.055
14,Mg2O2,mp-549706,mp-1065577,186,194, 0.037, 0.256
16,Al6Sc2C6,mp-568400,mp-4798,186,194, 0.000, 0.110
18,Al2N2,mp-661,mp-13178,186,194,-0.115, 0.313
20,Bi2K12Cl16F8H6,mp-696998,mp-723540,186,194, 0.001, 0.202
22,Nd6F18,mp-18511,mp-18074,185,193,-0.240, 0.790
24,Bi6K18,mp-31286,mp-569940,185,194,-0.000, 0.360
26,W6O18,mp-32662,mp-1191364,185,193,-0.001, 0.094
28,W6O18,mp-32662,mp-32777,185,193,-0.001, 0.090
30,W6O18,mp-32662,mp-545665,185,191,-0.001, 0.142
32,La6F18,mp-334,mp-8354,185,194,-0.019, 0.421
34,La6F18,mp-334,mp-17171,185,193,-0.143, 0.751
36,Na18As6,mp-655,mp-1136,185,194,-0.001, 0.297
38,W6O18,mp-705411,mp-1191364,185,193,-0.001, 0.064
40,W6O18,mp-705411,mp-32777,185,193,-0.000, 0.063
42,W6O18,mp-705411,mp-545665,185,191,-0.001, 0.141
44,Ga6Tm6O18,mp-768469,mp-1101269,185,194,-0.022, 0.292
46,Ga6Lu6O18,mp-768505,mp-755342,185,194,-0.021, 0.295
48,Sc6Y6O18,mp-769007,mp-768479,185,194,-0.011, 0.307
50,Ga6Sc6O18,mp-769079,mp-754165,185,194,-0.013, 0.313
52,Al18Ca2Zr2B2O36,mp-1197323,mp-559642,173,176, 0.000, 0.051
54,Ca10V6O26,mp-1214138,mp-1196692,173,176, 0.020, 0.090
56,Pb10F2O24P6,mp-1220061,mp-21554,173,176, 0.009, 0.796
58,Ca10O26P6,mp-1227239,mp-1195767,173,176, 0.000, 0.099
60,Ca10Cl2O24P6,mp-39460,mp-554236,173,176,-0.001, 0.267
62,Al16Ba8O32,mp-4202,mp-3828,173,182,-0.004, 0.543
64,Y2H6O6,mp-625677,mp-24076,173,176, 0.001, 0.135
66,La2H6O6,mp-625733,mp-625394,173,176, 0.000, 0.248
68,Pb10Br2O24P6,mp-1220062,mp-1210057,173,176,-0.000, 0.066
70,Ca10F2O24P6,mp-1227110,mp-6473,173,176, 0.001, 0.090
72,Ba10F2O24P6,mp-1228113,mp-1214497,173,176,-0.000, 0.201
74,Ga6La6O18,mp-1078871,mp-3336,161,167, 0.001, 0.027
76,Ga6La6O18,mp-1078871,mp-1097026,161,221,-0.058, 0.390
78,Cs6Pb6F18,mp-20282,mp-5811,161,221,-0.004, 0.393
80,Na6Nb6O18,mp-4514,mp-3136,161,221,-0.030, 0.382
82,Na24Zr12O72Si18,mp-555472,mp-6150,161,167, 0.000, 0.086
84,Cs6Sr6Cl18,mp-998561,mp-1213642,161,221,-0.009, 0.553
86,K6I6O18,mp-1080058,mp-558843,161,221,-0.213, 0.441
88,Ba6Li6B54O90,mp-1183402,mp-558890,161,167, 0.007, 0.453
90,Ag18O24P6,mp-1229128,mp-4198,161,218,-0.000, 0.204
92,Ba6Li6B54O90,mp-17672,mp-558890,161,167, 0.003, 0.046
94,Li6Nb6O18,mp-3731,mp-552588,161,167,-0.033, 0.389
96,Al6Bi6O18,mp-551918,mp-23080,161,221,-0.068, 0.311
98,Bi30Ga18Cl72,mp-569854,mp-29075,161,167,-0.001, 0.075
100,Bi6Sc6O18,mp-754009,mp-550008,161,221,-0.336, 0.557
102,Bi6Ga6O18,mp-755568,mp-22979,161,221,-0.177, 0.431
104,Li6U6O18,mp-8007,mp-545712,161,221,-0.208, 0.781
106,Ag12Nb24O66,mp-984755,mp-1200403,161,167,-0.003, 0.146
108,Cs3Br9Ge3,mp-1068340,mp-570223,160,221,-0.013, 0.192
110,Ag3Ga3O6,mp-1096976,mp-1096971,160,166, 0.085, 1.738
112,Cu3Cl3,mp-1225654,mp-22914,160,216, 0.002, 0.077
114,Tl3I3O9,mp-22981,mp-546200,160,221,-0.257, 0.494
116,Cu9Na3Te6,mp-504928,mp-1186162,160,166, 0.013, 0.586
118,Rb3Ta3O9,mp-755018,mp-1076534,160,221,-0.004, 0.159
120,Pb3S3,mp-1057015,mp-21276,160,225, 0.001, 0.143
122,Na3N9,mp-1066400,mp-22003,160,166, 0.002, 0.086
124,Co3Na3O6,mp-1221066,mp-18921,160,166, 0.097, 1.743
126,Ba3Ti3O9,mp-5020,mp-2998,160,221,-0.015, 0.255
128,K3I3O9,mp-552729,mp-558843,160,221,-0.208, 0.470
130,K3Nb3O9,mp-7375,mp-935811,160,221,-0.013, 0.222
132,Ge3Te3,mp-938,mp-2612,160,225,-0.020, 0.179
134,Ba6Ti6O54Si18,mp-1198599,mp-6661,159,188, 0.001, 0.172
136,Cs4W12Br28,mp-1226055,mp-1213292,159,163,-0.001, 0.171
138,Al4H24O30Se6,mp-740731,mp-707424,159,190, 0.067, 1.637
140,K3Nb3B2O12,mp-558828,mp-15248,157,189,-0.004, 0.153
142,Cd9I18,mp-570263,mp-567567,156,164,-0.001, 0.145
144,Ag9I3S3,mp-22995,mp-676561,146,155,-0.011, 0.326
146,Nb18Pb9O54,mp-1192537,mp-1192336,146,148, 0.000, 0.089
148,Cu3Li3Ta6O18,mp-1222423,mp-755367,146,155,-0.003, 0.340
150,Li36Mo18O72,mp-1202737,mp-18050,145,148, 0.001, 0.077
152,Cr6K6As3H3O30,mp-744205,mp-1203089,145,154,-0.006, 0.456
154,Rb6Y3N15O45,mp-1201420,mp-561251,144,152, 0.001, 0.099
156,La3B3O15Si3,mp-1222841,mp-6267,144,152,-0.002, 0.286
158,Hg9O18S3,mp-30890,mp-560316,144,152,-0.001, 0.265
160,Rb9N9O27,mp-5073,mp-752446,144,155,-0.004, 1.304
162,K24P24Se72,mp-569702,mp-571452,144,152,-0.002, 0.316
164,La3Na3H6O27S6,mp-677384,mp-557508,144,152, 0.005, 0.206
166,Ba3Re3H27,mp-1182236,mp-1095506,143,155, 0.007, 0.295
168,Ba3Ge12O27,mp-1196124,mp-3848,143,150, 0.001, 0.063
170,Ca10O25P6,mp-1227589,mp-29760,143,174, 0.001, 0.101
172,Na3Y3F12,mp-34806,mp-37267,143,174,-0.003, 0.100
174,Pb15Ge9O33,mp-557340,mp-557667,143,174,-0.002, 0.357
176,Ca10V6O25,mp-891956,mp-891955,143,147,-0.029, 0.923
178,Ba16Cu16O96Si32,mp-1197716,mp-556493,110,139,-0.030, 0.368
180,Ba16Cu16O96Si32,mp-1197716,mp-565843,110,142,-0.022, 0.097
182,Zn96As64,mp-1203368,mp-568240,110,142, 0.001, 0.099
184,Ag4Er4S8,mp-1079321,mp-36029,109,141,-0.003, 0.238
186,In4Li4O8,mp-1222354,mp-5488,109,141, 0.002, 0.212
188,Al12Pb20F76,mp-541732,mp-557911,108,140,-0.020, 0.759
190,Bi4Sr8O2,mp-1218382,mp-1025351,107,139,-0.001, 0.196
192,Cu4O16Sb8,mp-1193545,mp-756132,106,135, 0.003, 0.161
194,K4Zn12O14,mp-559112,mp-540728,102,136, 0.001, 0.180
196,K6Li4Nb10O30,mp-766938,mp-1198996,100,127,-0.017, 0.228
198,SrZrO3,mp-1068742,mp-3323,99,221,-0.007, 0.241
200,HfSrO3,mp-13108,mp-4551,99,221,-0.000, 0.164
202,PbTiO3,mp-20459,mp-19845,99,221,-0.041, 0.439
204,KNbO3,mp-4342,mp-935811,99,221,-0.011, 0.249
206,BaTiO3,mp-5986,mp-2998,99,221,-0.012, 0.275
208,Ca2B4H16,mp-984766,mp-1181812,77,84, 0.002, 0.246
210,Li32H16N16,mp-1223097,mp-699284,46,74, 0.000, 0.084
212,Ag4Lu4S8,mp-676410,mp-1173065,46,141, 0.002, 0.081
214,Rb4F8H4,mp-677103,mp-29764,46,140, 0.002, 0.069
216,Al4Na4C4H8O20,mp-699136,mp-644506,46,74, 0.001, 0.083
218,Al4Mg4Na8F28,mp-19931,mp-6319,46,74, 0.000, 0.202
220,O16Si8,mp-555251,mp-600000,46,74, 0.000, 0.444
222,Cd8Nb8O28,mp-560530,mp-5472,46,227,-0.004, 0.220
224,O192Si96,mp-554946,mp-644923,44,119, 0.000, 0.362
226,Li4B52C8,mp-638070,mp-655591,44,74,-0.012, 0.099
228,Li4Mn2Br8,mp-675475,mp-36125,44,139, 0.000, 0.069
230,Cl2H2,mp-684609,mp-634101,44,139,-0.275, 0.473
232,Li8Mn4F16,mp-760139,mp-754446,44,227,-0.012, 0.384
234,Ta16H32O56,mp-1179079,mp-625886,43,70,-0.057, 0.645
236,Ca8B16H64,mp-1191021,mp-1190619,43,70, 0.004, 1.435
238,Rb8H16O32P8,mp-23667,mp-642831,43,122,-0.007, 0.235
240,K8H16O32P8,mp-23959,mp-696752,43,122,-0.005, 0.214
242,Be24Na48O144Si48,mp-556013,mp-560438,43,70,-0.050, 1.203
244,W16H16O56,mp-625525,mp-625502,43,141,-0.118, 0.794
246,H16O48Sb16,mp-626218,mp-626182,43,141,-0.012, 0.559
248,H48N8O32P8,mp-1220029,mp-23672,43,122,-0.002, 0.192
250,Bi8Na8S16,mp-675531,mp-1173043,43,141, 0.000, 0.131
252,Bi16F16O16,mp-761108,mp-1178491,43,70,-0.001, 0.071
254,Ag24I8S8,mp-1173025,mp-558189,42,221,-0.030, 0.567
256,Bi8La8Ti12O48,mp-1223095,mp-1211253,42,139, 0.002, 0.185
258,Ca12U4N16,mp-675286,mp-1247754,42,139,-0.002, 0.079
260,Bi16Ti12O48,mp-23427,mp-23335,41,139,-0.058, 0.491
262,Al48Ca32W8O128,mp-556028,mp-19145,41,217,-0.019, 1.341
264,Bi8Sr4Ta8O36,mp-559951,mp-554675,41,139,-0.014, 0.387
266,Bi16Ti12O48,mp-622198,mp-23335,41,139,-0.024, 0.422
268,Pb4F8,mp-685150,mp-315,41,225, 0.003, 0.121
270,Ba4La8Ti12O40,mp-1200651,mp-1202623,40,63,-0.002, 0.131
272,Lu4B4O12,mp-1222450,mp-760461,40,63, 0.055, 1.051
274,O16Si8,mp-554573,mp-7087,40,194,-0.010, 0.451
276,Dy8C4O20,mp-753153,mp-1225362,40,63, 0.001, 0.894
278,Ag4Al44O68,mp-849760,mp-766293,40,63, 0.000, 1.074
280,Tl4F4,mp-558134,mp-2175,39,225,-0.030, 0.351
282,Tl4F4,mp-558134,mp-557835,39,129, 0.000, 0.122
284,Li4H4O4,mp-625998,mp-23856,39,129, 0.020, 0.212
286,Ba2Ti2O6,mp-5777,mp-2998,38,221,-0.014, 0.256
288,Cs4Pb4Br12,mp-1120725,mp-600089,38,221,-0.011, 0.517
290,Pb2Zr2O6,mp-20337,mp-1068577,38,221,-0.050, 0.354
292,Rb12O46Si20,mp-27376,mp-561189,38,189,-0.013, 0.615
294,Rb12O46Si20,mp-555837,mp-561189,38,189,-0.008, 0.515
296,O112Si56,mp-561181,mp-639558,38,65,-0.000, 0.151
298,Cs4Pb4Cl12,mp-675524,mp-23037,38,221,-0.005, 0.477
300,K2Nb2O6,mp-5246,mp-935811,38,221,-0.013, 0.241
302,Li4Mn4F12,mp-1176634,mp-867743,36,194,-0.006, 1.606
304,Ba4La8Ti12O40,mp-1204676,mp-1202623,36,63, 0.000, 0.111
306,Pb16Tm32S64,mp-1217268,mp-1194087,36,62,-0.001, 0.344
308,Ag8S4,mp-32669,mp-32791,36,64,-0.084, 0.547
310,Ag8S4,mp-32669,mp-36216,36,63,-0.002, 0.081
312,Ag80Br24Te32,mp-568386,mp-568392,36,63, 0.002, 0.538
314,Br4Cl4,mp-1066781,mp-1008492,36,63,-0.001, 0.026
316,Ag4Cu4S4,mp-1077811,mp-8911,36,63, 0.007, 0.194
318,Cs8Se4,mp-1080271,mp-1080254,36,194,-0.002, 0.303
320,Cs8Se4,mp-1080271,mp-1080276,36,63,-0.004, 0.273
322,Mg4Sr4F16,mp-1095258,mp-15316,36,63,-0.032, 0.549
324,Ba4Zn8O28Si8,mp-1190900,mp-560441,36,63, 0.004, 0.200
326,Sn8I12S8Sb4,mp-1219046,mp-561134,36,63,-0.033, 0.567
328,Mg4Ti8O20,mp-1222007,mp-28232,36,63, 0.022, 0.899
330,Mg4Ti8O20,mp-1222007,mp-1244530,36,63,-0.050, 0.907
332,Ho32Pb16S64,mp-1224555,mp-1193815,36,62,-0.002, 0.416
334,Er32Pb16S64,mp-1225956,mp-1193142,36,62,-0.002, 0.334
336,Sr8Ta8O28,mp-13664,mp-12286,36,63, 0.000, 0.079
338,Ba4Mg4F16,mp-14568,mp-1102083,36,63,-0.016, 0.493
340,O48Si24,mp-16964,mp-560826,36,63,-0.004, 0.597
342,Cs8Pb4O12,mp-21521,mp-21283,36,63,-0.000, 0.276
344,Bi8Sr4Ta8O36,mp-23089,mp-554675,36,139,-0.024, 0.464
346,O48Si24,mp-556218,mp-560826,36,63,-0.004, 0.463
348,Bi8Ca4Ta8O36,mp-556697,mp-556848,36,139,-0.679, 1.381
350,O32Si16,mp-557264,mp-560527,36,63,-0.005, 0.915
352,O32Si16,mp-557264,mp-559313,36,64,-0.004, 0.589
354,Ag4Ta4S12,mp-561242,mp-5821,36,63, 0.000, 0.059
356,In4Cl4,mp-571636,mp-571555,36,63, 0.000, 0.072
358,Bi8Nb8Pb4O36,mp-583454,mp-23101,36,139,-0.039, 0.426
360,U4H8O16,mp-626885,mp-626864,36,64, 0.003, 0.206
362,Fe8Ti4O20,mp-753157,mp-20117,36,63,-0.018, 0.928
364,Cu4Na4O8,mp-754718,mp-997041,36,63, 0.086, 1.760
366,Ba8Li32O24,mp-778878,mp-1178558,36,64,-0.001, 0.058
368,Cu4Lu4Pb4Se12,mp-865492,mp-1205378,36,63, 0.001, 0.098
370,K12S16Sb4,mp-9781,mp-9911,36,217,-0.008, 0.585
372,I4O28Sb20,mp-1195086,mp-28485,34,190,-0.005, 0.444
374,Lu2Sr4Ta2O12,mp-1208820,mp-1205553,34,225, 0.003, 0.110
376,Ag16W8O32,mp-637188,mp-504466,34,58, 0.003, 0.246
378,La12Na12O48Si12,mp-1020648,mp-1210123,33,62,-0.014, 0.455
380,O24Te8,mp-1178977,mvc-2186,33,62, 0.025, 1.257
382,Nb24H4I44,mp-1180573,mp-696500,33,56, 0.006, 0.391
384,Rb8Zn4Br16,mp-1192489,mp-570168,33,62, 0.001, 0.137
386,Bi8W8O36,mp-1197485,mp-29782,33,60, 0.002, 0.116
388,Bi8Ti8O28,mp-1200889,mp-559482,33,227,-0.033, 0.372
390,K12As4S16,mp-1202105,mp-3797,33,62, 0.002, 0.116
392,Be8F32H64N16,mp-1238445,mp-604245,33,62,-0.001, 0.348
394,H32N8O16S4,mp-24468,mp-23876,33,62,-0.007, 0.913
396,H32N8O16S4,mp-24468,mp-1198753,33,62,-0.019, 0.621
398,Be8F32H64N16,mp-24614,mp-604245,33,62,-0.010, 0.475
400,Cu4Li4O16P4,mp-504304,mp-758828,33,62,-0.032, 1.271
402,O8Si4,mp-554089,mp-7905,33,72,-0.414, 0.762
404,O8Si4,mp-554089,mp-10948,33,60,-0.252, 1.007
406,O8Si4,mp-554089,mp-1071820,33,72,-0.434, 0.966
408,O8Si4,mp-554089,mp-8352,33,227,-0.010, 0.545
410,Nb4O20P4,mp-556918,mp-5803,33,62, 0.001, 0.183
412,Mg8O24Si8,mp-557803,mp-644879,33,60,-0.038, 1.068
414,Mg8O24Si8,mp-557803,mp-5026,33,60, 0.024, 0.599
416,Cs4Zn4O16P4,mp-559752,mp-18673,33,62,-0.012, 0.562
418,Co4Li8O16Si4,mp-561743,mp-760516,33,62,-0.015, 1.543
420,Co4Li8O16Si4,mp-561743,mp-758638,33,62,-0.138, 1.322
422,Ga8Hg16Cl32Sb8,mp-568031,mp-571190,33,60, 0.001, 0.688
424,Co4Rb8Cl16,mp-571242,mp-23076,33,62, 0.001, 0.263
426,Rb8Zn4Cl16,mp-616185,mp-608314,33,62, 0.000, 0.097
428,Pb12N72,mp-620058,mp-667338,33,62, 0.000, 0.190
430,K24Zn12Cl48,mp-647575,mp-653454,33,62,-0.013, 0.615
432,Ti8Tl8O40P8,mp-6706,mp-559607,33,52,-0.004, 0.430
434,F4O4Sb4,mp-753539,mp-753656,33,62,-0.027, 0.958
436,Cu4Li4O16P4,mp-757209,mp-758415,33,62, 0.041, 1.645
438,Cu4Li4O16P4,mp-757209,mp-758828,33,62, 0.014, 1.605
440,Fe4Li4O16P4,mp-757406,mp-1176761,33,62,-0.464, 1.701
442,Fe4Li4O16P4,mp-757406,mp-850917,33,62,-0.334, 1.688
444,Fe4Li4O16Si4,mp-758499,mp-863368,33,62, 0.006, 1.324
446,Fe4Li4O16Si4,mp-758499,mp-867591,33,62,-0.153, 1.319
448,Cu4Li4O16P4,mp-758955,mp-758828,33,62, 0.003, 1.783
450,Fe4Li4O16Si4,mp-759053,mp-863368,33,62, 0.047, 1.295
452,V8F32,mp-759937,mp-753759,33,65, 0.016, 1.739
454,Li8V8F40,mp-760330,mp-760803,33,62, 0.016, 1.160
456,Li12Ni12O48P12,mp-765054,mp-761990,33,63,-0.100, 0.906
458,Li4Mn4O16P4,mp-765470,mp-1663944,33,62, 0.036, 0.707
460,Li4Mn4O16P4,mp-765470,mp-867650,33,62,-0.031, 0.806
462,Fe4Li4O16Si4,mp-766542,mp-863368,33,62, 0.031, 1.272
464,Fe4Li4O16Si4,mp-766542,mp-867591,33,62,-0.129, 0.985
466,Fe12Li12O48Si12,mp-766664,mp-762643,33,63, 0.003, 0.201
468,Fe12Li12O48Si12,mp-766664,mp-1176688,33,60,-0.004, 0.082
470,Li4V4F20,mp-767589,mp-766925,33,62, 0.060, 1.602
472,Li8V4F20,mp-767605,mp-863384,33,62,-0.026, 1.450
474,Fe4Li8B4O16,mp-768312,mp-768290,33,62,-0.050, 1.343
476,Fe4Li8B4O16,mp-768312,mp-752412,33,62,-0.020, 1.324
478,Al4Fe4Li8O16,mp-770707,mp-770629,33,62,-0.002, 1.525
480,Cr4O12,mp-778667,mp-756041,33,62,-0.021, 0.632
482,Mg4Rb4O16P4,mp-975103,mp-1193749,33,62,-0.005, 0.568
484,Mg12Rb12O48P12,mp-1020616,mp-1193749,33,62, 0.003, 0.743
486,I4S4Sb4,mp-1095595,mp-23041,33,62, 0.003, 0.183
488,Br4S4Sb4,mp-1103194,mp-22971,33,62, 0.002, 0.149
490,Ba4Sr4I16,mp-1178507,mp-1178506,33,123, 0.013, 0.523
492,C4O8,mp-1182086,mp-11725,33,136, 0.011, 0.715
494,Br12O4P4,mp-1189731,mp-558645,33,62, 0.000, 0.101
496,Cd4Na4O16P4,mp-1192772,mp-6684,33,62, 0.001, 0.116
498,Al4Cs4O16Si4,mp-1192933,mp-561457,33,62,-0.000, 0.241
500,Bi16Nb4Br4O32,mp-1198841,mp-561382,33,60,-0.000, 0.099
502,Cs24Zn12I48,mp-1204449,mp-1192802,33,62,-0.001, 0.226
504,K4H12O24Se8,mp-1223543,mp-706579,33,60,-0.001, 0.196
506,O16Sb8,mp-230,mp-560098,33,52,-0.001, 0.238
508,Al8Ca4H16O40Si8,mp-24603,mp-505288,33,62,-0.002, 0.327
510,Al8Ca4H16O40Si8,mp-24603,mp-733653,33,63,-0.005, 0.482
512,Li4V4O20P4,mp-26465,mp-757468,33,62,-0.033, 1.410
514,Li4V4O20P4,mp-26465,mp-26963,33,62, 0.036, 1.120
516,Er16K8F56,mp-27925,mp-558238,33,62, 0.000, 0.191
518,W4O20P4,mp-29366,mp-1192588,33,62,-0.053, 0.168
520,Nb4O16Sb4,mp-3491,mp-3612,33,52,-0.000, 0.244
522,Cd4Ti4O12,mp-5052,mp-14550,33,62,-0.004, 0.184
524,Cd4Ti4O12,mp-5052,mp-1016846,33,221,-0.159, 0.479
526,Fe4O16P4,mp-540111,mp-776288,33,62,-0.323, 1.178
528,Fe4O16P4,mp-540111,mp-20361,33,62,-0.019, 1.360
530,Os4F20O4,mp-555514,mp-504576,33,62, 0.000, 1.752
532,Cd4Li4O16P4,mp-556786,mp-9018,33,62,-0.000, 0.101
534,Bi4In4O12,mp-556892,mp-561102,33,62,-0.011, 0.373
536,Bi4In4O12,mp-556892,mp-545379,33,221,-0.467, 0.717
538,K24O48Se12,mp-557025,mp-5226,33,62,-0.000, 0.321
540,Ba8Cr4O16,mp-561426,mp-17520,33,62,-0.013, 0.100
542,Co8Na16O56P16,mp-562194,mp-18212,33,136,-0.011, 0.400
544,Rb24Zn12Cl48,mp-568350,mp-608314,33,62,-0.006, 0.758
546,Al8Hg16Cl32Sb8,mp-570828,mp-568001,33,60, 0.000, 0.545
548,K8Zn4Cl16,mp-618177,mp-653454,33,62, 0.000, 0.197
550,Pb4C4N8,mp-619032,mp-19727,33,62, 0.003, 0.160
552,Cl4H12O20,mp-625175,mp-625148,33,62,-0.040, 1.381
554,Cl4H12O20,mp-625175,mp-626136,33,62,-0.062, 1.175
556,Cl4H12O20,mp-625175,mp-625159,33,62,-0.053, 0.699
558,Gd24Ru8O56,mp-683963,mp-17237,33,63,-0.004, 0.457
560,Ba4Sr4I16,mp-752514,mp-1178528,33,62, 0.002, 0.255
562,Ag4Li4F8,mp-752882,mp-753751,33,141,-0.056, 0.492
564,Fe4Rb4O8,mp-755536,mp-754958,33,227,-0.072, 0.622
566,Li8V4F24,mp-759511,mp-753861,33,136, 0.011, 1.789
568,Cu4Li4O16P4,mp-761191,mp-758828,33,62,-0.005, 1.738
570,Li4Mn4F12,mp-763362,mp-867743,33,194,-0.015, 1.294
572,Fe4Li4O16Si4,mp-766529,mp-867591,33,62,-0.118, 1.437
574,Cu4Li4O16P4,mp-773891,mp-758415,33,62,-0.012, 1.338
576,Cu4Li4O16P4,mp-773891,mp-758828,33,62,-0.040, 1.399
578,Li8Mn4O16Si4,mp-780709,mp-780666,33,62,-0.001, 1.689
580,Fe4Li4O16Si4,mp-849257,mp-863368,33,62, 0.046, 1.509
582,Ho8Mo12O48,mp-1196327,mp-1212381,32,113, 0.002, 0.328
584,Mo12Pr8O48,mp-1210008,mp-1209807,32,113, 0.001, 0.364
586,Dy8Mo12O48,mp-1213230,mp-1213120,32,113, 0.001, 0.345
588,Mo12Tb8O48,mp-3114,mp-1197851,32,113,-0.000, 0.206
590,Gd8Mo12O48,mp-3572,mp-721324,32,113,-0.004, 0.239
592,Mo12Y8O48,mp-556455,mp-1198660,32,113,-0.000, 0.297
594,K12O56Sb20,mp-557989,mp-12156,32,55, 0.000, 0.175
596,Pb8Zr8O24,mp-647557,mp-1068577,32,221,-0.052, 0.407
598,Pb8Zr8O24,mp-647557,mp-542903,32,55, 0.005, 0.365
600,Hf8Pb8O24,mp-669414,mp-22535,32,221,-0.028, 0.334
602,Hf8Pb8O24,mp-669414,mp-22734,32,55, 0.003, 0.280
604,Ca8Zr8O24,mp-776024,mp-542112,32,221,-0.167, 0.689
606,Na12O56Sb20,mp-779589,mp-779294,32,55,-0.014, 0.992
608,S12Sb8,mp-1189633,mp-2809,31,62, 0.001, 0.098
610,Al2H2O4,mp-23807,mp-1078520,31,58,-0.010, 0.235
612,In2H2O4,mp-504535,mp-632711,31,58,-0.010, 0.283
614,Sn2O2,mp-545552,mp-2097,31,129, 0.071, 0.672
616,O64Si32,mp-553945,mp-600037,31,74,-0.006, 0.565
618,Gd2Na10O8,mp-755870,mp-755832,31,59, 0.029, 1.629
620,Fe2Rb10O8,mp-768682,mp-754255,31,59,-0.020, 1.747
622,Na6O8P2,mp-1173671,mp-1101638,31,136,-0.608, 1.140
624,Na2V4O10,mp-1180149,mp-19111,31,59, 0.050, 0.895
626,Na2V4O10,mp-1180149,mp-1101677,31,59,-0.000, 1.074
628,H16Si2,mp-1188318,mp-972825,31,119, 0.010, 0.215
630,Na4Nb4O12,mp-1190015,mp-4419,31,127,-0.011, 0.362
632,Na4Nb4O12,mp-1190015,mp-3136,31,221,-0.025, 0.366
634,Na4Nb4O12,mp-1190015,mp-1105765,31,62,-0.005, 0.133
636,Mn6Na12O36Si12,mp-1221423,mp-1201570,31,58,-0.093, 0.086
638,W4Te8,mp-22693,mp-1019322,31,194,-0.024, 1.497
640,Mg16O48Si16,mp-1020125,mp-657338,29,61,-0.122, 1.706
642,Mg16O48Si16,mp-1020125,mp-642228,29,61,-0.195, 1.299
644,Mg16O48Si16,mp-1020125,mp-556940,29,61,-0.098, 1.277
646,Mg16O48Si16,mp-1020125,mp-5834,29,61, 0.003, 0.996
648,Bi8Mo4O24,mp-23064,mp-555748,29,61,-0.044, 0.446
650,Bi8Mo4O24,mp-23064,mp-555658,29,64,-0.046, 0.444
652,Mg16O48Si16,mp-1020118,mp-657338,29,61,-0.115, 1.433
654,Mg16O48Si16,mp-1020118,mp-642228,29,61,-0.188, 1.223
656,Mg16O48Si16,mp-1020118,mp-556940,29,61,-0.091, 1.358
658,Mg16O48Si16,mp-1020118,mp-5834,29,61, 0.011, 1.036
660,Ce4Se8,mp-1080297,mp-1080251,29,225, 0.037, 0.569
662,Ce4Se8,mp-1080297,mp-1080302,29,60,-0.081, 0.716
664,Ce4Se8,mp-1080297,mp-1080300,29,205,-0.104, 0.599
666,Rb4Tl4F16,mp-1191979,mp-27210,29,57, 0.002, 0.119
668,Ca24Mg24B48O120,mp-1197708,mp-1197459,29,61, 0.001, 0.158
670,Zn12B28I4O52,mp-1207531,mp-1207487,29,219,-0.007, 0.358
672,Cs4P28,mp-1213206,mp-1201790,29,57, 0.000, 0.087
674,Mg8Nd16Se32,mp-1232049,mp-1232051,29,62,-0.007, 1.800
676,Mg8Sm16Se32,mp-1232064,mp-1232059,29,62,-0.006, 1.773
678,Mg8Pm16Se32,mp-1232220,mp-1232211,29,62,-0.008, 1.774
680,La16Mg8S32,mp-1232241,mp-1232227,29,62, 0.009, 1.562
682,Mg12B28Cl4O52,mp-23087,mp-23617,29,219, 0.002, 0.373
684,Mn12B28I4O52,mp-23566,mp-560038,29,219,-0.005, 0.361
686,Pb4O4,mp-550714,mp-20878,29,57, 0.002, 0.624
688,Pb4O4,mp-550714,mp-19921,29,129, 0.019, 0.604
690,Zr4O8,mp-556605,mp-2574,29,137,-0.015, 0.321
692,Zr4O8,mp-556605,mp-1565,29,225,-0.047, 0.462
694,Na8Nb8O24,mp-558920,mp-559354,29,63,-0.022, 0.431
696,Na8Nb8O24,mp-558920,mp-3671,29,57, 0.000, 0.238
698,Na8Nb8O24,mp-558920,mp-3136,29,221,-0.027, 0.434
700,Cr12B28Cl4O52,mp-559511,mp-561520,29,219, 0.008, 0.102
702,Mn12B28Br4O52,mp-560911,mp-555775,29,219,-0.009, 0.378
704,Fe12B28I4O52,mp-561135,mp-554391,29,219,-0.011, 0.312
706,Mg4H8,mp-569051,mp-23711,29,60, 0.040, 0.508
708,Mg4H8,mp-569051,mp-1102038,29,205, 0.009, 0.358
710,Rb12Ti12O80P20,mp-6390,mp-555319,29,57,-0.000, 0.273
712,K12Mo12Sc4O48,mp-672176,mp-555776,29,57, 0.003, 0.447
714,La8Tl8Ge8Se32,mp-684022,mp-1204033,29,61, 0.002, 0.079
716,Hf4O8,mp-685097,mp-550893,29,225,-0.060, 0.552
718,Hf4O8,mp-685097,mp-1018721,29,137,-0.026, 0.430
720,Mg8N16O48,mp-776410,mp-771046,29,205, 0.007, 1.119
722,Zn8N16O48,mp-778973,mp-772617,29,205, 0.007, 1.038
