id,polar_id,spg1,polar_id2,spg2,polar_id1,natom,de,time,dist1,dist2,diff,label
  88, mp-625445,     9,  mp-690733,    15, H2O4S        ,     28,  -0.034,    0.2,   1.042,   0.861, -0.181, new
  90, mp-555313,     9,  mp-555769,    15, BiO3Sc       ,     40,   0.000,    0.1,   0.087,   0.092,  0.005, new
  92, mp-559949,     9,  mp-542833,    15, B2O6Zn3      ,     88,  -0.000,    0.2,   0.031,   0.030, -0.001, new
  94, mp-625184,    26,  mp-27425 ,    62, H2O2Sr       ,     20,  -0.001,    0.1,   0.180,   0.205,  0.025, new
  96, mp-950995,     9,  mp-985582,   216, ILi6PS5      ,     52,   0.016,    8.2,   0.769,   0.691, -0.078, new
  98, mp-625184,    26,  mp-625191,    62, H2O2Sr       ,     20,   0.002,    0.1,   0.255,   0.205, -0.050, new
 100, mp-721896,    26,  mp-23930 ,    62, CH4N2S       ,     32,  -0.006,    0.3,   0.770,   0.589, -0.181, Known
 102, mp-550714,    29,  mp-20878 ,    57, OPb          ,      8,  -0.002,    0.0,   0.528,   0.628,  0.100, new
 104, mp-20940 ,    26,  mp-14550 ,    62, CdO3Ti       ,     20,   0.003,    0.1,   0.122,   0.100, -0.022, Known
 106, mp-569051,    29,  mp-23711 ,    60, H2Mg         ,     12,  -0.040,    0.1,   0.849,   0.722, -0.127, new
 108, mp-558920,    29,  mp-3671  ,    57, NaNbO3       ,     40,  -0.000,    0.3,   0.682,   0.162, -0.520, Known
 110, mp-556605,    29,  mp-1565  ,   225, O2Zr         ,     12,   0.047,    3.2,   0.835,   0.701, -0.134, new
 112, mp-558920,    29,  mp-559354,    63, NaNbO3       ,     40,   0.022,    0.1,   0.493,   0.411, -0.082, Known
 114, mp-685097,    29,  mp-550893,   225, HfO2         ,     12,   0.060,    2.7,   0.863,   0.720, -0.143, new
 116, mp-504535,    31,  mp-632711,    58, HInO2        ,      8,   0.010,    0.1,   0.245,   0.218, -0.027, new
 118, mp-669414,    32,  mp-22734 ,    55, HfO3Pb       ,     40,  -0.003,    0.1,   0.608,   0.280, -0.328, Known
 120, mp-558579,    33,  mp-557687,    52, CHO2Tl       ,     20,  -0.000,    0.1,   0.078,   0.068, -0.010, new
 122, mp-647557,    32,  mp-542903,    55, O3PbZr       ,     40,  -0.005,    0.1,   0.363,   0.365,  0.002, Known
 124, mp-3491  ,    33,  mp-3612  ,    52, NbO4Sb       ,     24,   0.000,    0.1,   0.211,   0.203, -0.008, Known
 126, mp-6706  ,    33,  mp-559607,    52, O5PTiTl      ,     64,   0.004,    0.2,   0.663,   0.423, -0.240, Known
 128, mp-570828,    33,  mp-568001,    60, AlCl4Hg2Sb   ,     64,  -0.000,    0.3,   0.739,   0.672, -0.067, new
 130, mp-568031,    33,  mp-571190,    60, Cl4GaHg2Sb   ,     64,  -0.001,    0.3,   0.803,   0.730, -0.073, new
 132, mp-618177,    33,  mp-653454,    62, Cl4K2Zn      ,     28,  -0.000,    0.1,   0.115,   0.122,  0.007, Known
 134, mp-557803,    33,  mp-5026  ,    60, MgO3Si       ,     40,  -0.004,    0.3,   1.523,   0.920, -0.603, new
 136, mp-616185,    33,  mp-608314,    62, Cl4Rb2Zn     ,     28,  -0.000,    0.1,   0.114,   0.115,  0.001, Known
 138, mp-625175,    33,  mp-625148,    62, ClH3O5       ,     36,   0.047,    0.2,   1.187,   1.726,  0.539, new
 140, mp-698084,    33,  mp-706586,    62, ClH4NO4      ,     40,  -0.001,    0.1,   0.902,   0.822, -0.080, new
 146, mp-27925 ,    33,  mp-558238,    62, Er2F7K       ,     80,  -0.000,    0.1,   0.184,   0.223,  0.039, new
 148, mp-619032,    33,  mp-19727 ,    62, CN2Pb        ,     16,  -0.003,    0.0,   0.195,   0.139, -0.056, new
 150, mp-5052  ,    33,  mp-14550 ,    62, CdO3Ti       ,     20,   0.004,    0.0,   0.148,   0.121, -0.027, Known
 152, mp-556892,    33,  mp-561102,    62, BiInO3       ,     20,   0.011,    0.1,   1.405,   0.339, -1.066, Known
 154, mp-556918,    33,  mp-5803  ,    62, NbO5P        ,     28,  -0.001,    0.1,   0.159,   0.182,  0.023, new
 156, mp-559752,    33,  mp-18673 ,    62, CsO4PZn      ,     28,   0.012,    0.1,   0.678,   0.638, -0.040, new
 158, mp-620058,    33,  mp-667338,    62, N6Pb         ,     84,  -0.000,    0.1,   0.228,   0.168, -0.060, new
 160, mp-24603 ,    33,  mp-733653,    63, Al2CaH4O10Si2,     76,   0.005,    0.6,   0.753,   0.716, -0.037, new
 162, mp-571636,    36,  mp-571555,    63, ClIn         ,      8,  -0.000,    0.0,   0.039,   0.072,  0.033, new
 164, mp-637188,    34,  mp-504466,    58, Ag2O4W       ,     56,  -0.003,    0.2,   0.391,   0.241, -0.150, new
 166, mp-32669 ,    36,  mp-36216 ,    63, Ag2S         ,     12,   0.003,    0.0,   0.142,   0.100, -0.042, new
 168, mp-13664 ,    36,  mp-12286 ,    63, O7Sr2Ta2     ,     44,  -0.000,    0.1,   0.088,   0.078, -0.010, Known
 170, mp-21521 ,    36,  mp-21283 ,    63, Cs2O3Pb      ,     24,   0.000,    0.0,   0.287,   0.276, -0.011, new
 172, mp-626885,    36,  mp-626876,    64, H2O4U        ,     28,   0.095,    0.1,   1.415,   0.134, -1.281, new
 174, mp-568386,    36,  mp-568392,    63, Ag10Br3Te4   ,    136,  -0.002,    0.3,   0.717,   0.612, -0.105, new
 176, mp-16964 ,    36,  mp-560826,    63, O2Si         ,     72,   0.004,    0.2,   0.688,   0.609, -0.079, new
 178, mp-626885,    36,  mp-626864,    64, H2O4U        ,     28,  -0.004,    0.1,   0.174,   0.134, -0.040, new
 180, mp-557264,    36,  mp-559313,    64, O2Si         ,     48,   0.004,    0.1,   0.737,   0.628, -0.109, new
 182, mp-556218,    36,  mp-560826,    63, O2Si         ,     72,   0.004,    0.1,   0.570,   0.438, -0.132, new
 184, mp-558134,    39,  mp-2175  ,   225, FTl          ,      8,   0.030,    2.1,   0.504,   0.648,  0.144, new
 186, mp-685150,    41,  mp-315   ,   225, F2Pb         ,     12,  -0.002,    0.1,   0.092,   0.121,  0.029, new
 188, mp-849760,    40,  mp-766293,    63, AgAl11O17    ,    116,   0.000,    0.5,   1.118,   1.074, -0.044, new
 190, mp-638070,    44,  mp-655591,    74, B13C2Li      ,     64,  -0.000,    0.1,   0.039,   0.099,  0.060, new
 192, mp-677103,    46,  mp-29764 ,   140, F2HRb        ,     16,  -0.001,    0.1,   0.082,   0.101,  0.019, new
 194, mp-19931 ,    46,  mp-6319  ,    74, AlF7MgNa2    ,     44,  -0.000,    0.1,   0.208,   0.202, -0.006, new
 196, mp-5986  ,    99,  mp-2998  ,   221, BaO3Ti       ,      5,   0.011,    0.1,   0.222,   0.275,  0.053, Known
 198, mp-12992 ,    99,  mp-2998  ,   221, BaO3Ti       ,      5,   0.011,    0.1,   0.129,   0.275,  0.146, Known
 200, mp-4342  ,    99,  mp-935811,   221, KNbO3        ,      5,   0.011,    0.1,   0.226,   0.179, -0.047, Known
 202, mp-13108 ,    99,  mp-4551  ,   221, HfO3Sr       ,      5,   0.000,    0.1,   0.114,   0.091, -0.023, new
 204, mp-20459 ,    99,  mp-19845 ,   221, O3PbTi       ,      5,   0.040,    0.1,   0.576,   0.417, -0.159, Known
 206, mp-559112,   102,  mp-540728,   136, K2O7Zn6      ,     30,  -0.001,    0.0,   0.221,   0.171, -0.050, new
 208, mp-22995 ,   146,  mp-676561,   155, Ag3IS        ,     15,   0.011,    0.0,   1.148,   0.329, -0.819, new
 210, mp-541732,   108,  mp-557911,   140, Al3F19Pb5    ,    108,   0.020,    0.1,   0.764,   0.732, -0.032, new
 212, mp-625733,   173,  mp-625394,   176, H3LaO3       ,     14,  -0.002,    0.0,   0.189,   0.173, -0.016, new
 214, mp-3731  ,   161,  mp-552588,   167, LiNbO3       ,     30,   0.031,    0.0,   1.339,   0.389, -0.950, Known
 216, mp-625677,   173,  mp-24076 ,   176, H3O3Y        ,     14,  -0.001,    0.0,   0.088,   0.135,  0.047, new
 218, mp-554946,    44,  mp-644923,   119, O2Si         ,    288,   0.005,    0.9,   0.575,   0.363, -0.212, new
 220, mp-39460 ,   173,  mp-554236,   176, Ca5ClO12P3   ,     42,   0.001,    0.1,   0.446,   0.308, -0.138, new
 222, mp-32662 ,   185,  mp-32777 ,   193, O3W          ,     24,   0.001,    0.0,   0.242,   0.090, -0.152, new
 224, mp-18511 ,   185,  mp-18074 ,   193, F3Nd         ,     24,   0.171,    0.0,   1.143,   0.753, -0.390, new
 226, mp-661   ,   186,  mp-13178 ,   194, AlN          ,      4,   0.115,    0.0,   0.664,   0.311, -0.353, new
 228, mp-696998,   186,  mp-723540,   194, BiCl8F4H3K6  ,     44,  -0.001,    0.0,   0.161,   0.152, -0.009, new
 230, mp-19241 ,   186,  mp-19138 ,   194, BaNiO3       ,     10,   0.000,    0.0,   0.046,   0.055,  0.009, new
 232, mp-675879,     4,  mp-676561,   155, Ag3IS        ,     10,   0.002,    0.4,   1.020,   0.518, -0.502, new
 234, mp-32662 ,   185,  mp-559175,   191, O3W          ,     24,   0.001,    0.0,   0.127,   0.111, -0.016, new
 236, mp-32662 ,   185,  mp-715590,   191, O3W          ,     24,   0.001,    0.0,   0.127,   0.111, -0.016, new
 238, mp-562815,   146,  mp-605824,   215, CCs4O4       ,     27,  -0.003,    0.0,   0.289,   0.260, -0.029, new
 240, mp-622198,    41,  mp-23335 ,   139, Bi4O12Ti3    ,     76,   0.023,    0.2,   0.486,   0.422, -0.064, new
 242, mp-545630,   160,  mp-551736,   215, CK4O4        ,     27,  -0.002,    0.0,   0.584,   0.291, -0.293, new
 244, mp-9781  ,    36,  mp-9911  ,   217, K3S4Sb       ,     32,   0.008,    0.6,   0.736,   0.630, -0.106, new
 246, mp-550314,   146,  mp-546320,   215, CO4Rb4       ,     27,  -0.001,    0.0,   0.120,   0.107, -0.013, new
 248, mp-552623,   146,  mp-551886,   215, CNa4O4       ,     27,  -0.001,    0.0,   0.151,   0.123, -0.028, new
 250, mp-625789,     9,  mp-625541,   114, H2O4Sn3      ,     72,  -0.008,    0.6,   0.675,   1.228,  0.553, new
 252, mp-545387,   146,  mp-551736,   215, CK4O4        ,     27,  -0.001,    0.0,   0.171,   0.122, -0.049, new
 254, mp-675524,    38,  mp-23037 ,   221, Cl3CsPb      ,     20,   0.007,    0.1,   0.580,   0.477, -0.103, new
 256, mp-552941,   146,  mp-551886,   215, CNa4O4       ,     27,   0.153,    0.2,   1.358,   1.090, -0.268, new
 258, mp-23089 ,    36,  mp-554675,   139, Bi2O9SrTa2   ,     56,   0.028,    0.2,   0.547,   0.493, -0.054, Known
 260, mp-559951,    41,  mp-554675,   139, Bi2O9SrTa2   ,     56,   0.019,    0.3,   0.514,   0.396, -0.118, Known
 262, mp-626000,     4,  mp-23891 ,    63, HNaO         ,      6,   0.001,    0.0,   0.196,   0.229,  0.033, new
 264, mp-769007,   185,  mp-768479,   194, O3ScY        ,     30,   0.011,    0.1,   0.321,   0.301, -0.020, new
 266, mp-769079,   185,  mp-754165,   194, GaO3Sc       ,     30,   0.013,    0.1,   0.406,   0.326, -0.080, new
 268, mp-20282 ,   161,  mp-5811  ,   221, CsF3Pb       ,     30,   0.005,    0.1,   0.451,   0.393, -0.058, new
 270, mp-550593,   160,  mp-546202,   215, CLi4O4       ,     27,   0.003,    0.0,   0.230,   0.194, -0.036, new
 272, mp-768505,   185,  mp-755342,   194, GaLuO3       ,     30,   0.021,    0.1,   0.332,   0.293, -0.039, new
 274, mp-555837,    38,  mp-561189,   189, O23Rb6Si10   ,     78,   0.008,    0.5,   0.653,   0.515, -0.138, new
 276, mp-681439,     5,  mp-541661,   167, LiO12P3Zr2   ,     72,   0.003,    1.0,   1.229,   0.774, -0.455, new
 278, mp-27376 ,    38,  mp-561189,   189, O23Rb6Si10   ,     78,   0.013,    0.5,   0.726,   0.615, -0.111, new
 280, mp-23667 ,    43,  mp-642831,   122, H2O4PRb      ,     64,   0.006,    0.1,   0.325,   0.224, -0.101, new
 282, mvc-3494 ,   185,  mvc-13972,   194, AlBiO3       ,     30,   0.348,    0.3,   1.430,   1.069, -0.361, new
 284, mp-550498,     5,  mp-551740,   121, CLi4O4       ,     18,  -0.001,    0.1,   0.213,   0.149, -0.064, new
 286, mp-5020  ,   160,  mp-2998  ,   221, BaO3Ti       ,     15,   0.014,    0.0,   0.204,   0.255,  0.051, Known
 288, mp-23959 ,    43,  mp-696752,   122, H2KO4P       ,     64,   0.005,    0.1,   0.234,   0.214, -0.020, Known
 290, mp-4681  ,    26,  mp-4419  ,   127, NaNbO3       ,     20,   0.015,    0.1,   0.420,   0.361, -0.059, new
 292, mp-7375  ,   160,  mp-935811,   221, KNbO3        ,     15,   0.013,    0.0,   0.177,   0.130, -0.047, Known
 294, mp-5246  ,    38,  mp-935811,   221, KNbO3        ,     10,   0.013,    0.1,   0.217,   0.153, -0.064, Known
 296, mp-583454,    36,  mp-23101 ,   139, Bi2Nb2O9Pb   ,     56,   0.041,    0.1,   0.521,   0.489, -0.032, Known
 298, mp-4202  ,   173,  mp-619456,   182, Al2BaO4      ,     56,   0.004,    0.8,   0.558,   0.543, -0.015, new
 300, mp-5777  ,    38,  mp-2998  ,   221, BaO3Ti       ,     10,   0.014,    0.1,   0.241,   0.256,  0.015, Known
 302, mp-675879,     4,  mp-558189,   221, Ag3IS        ,     10,   0.041,    1.1,   0.773,   0.698, -0.075, new
 304, mp-4202  ,   173,  mp-3828  ,   182, Al2BaO4      ,     56,   0.004,    0.8,   0.559,   0.543, -0.016, new
 306, mp-555235,     9,  mp-7087  ,   194, O2Si         ,     24,   0.008,    0.5,   0.784,   0.648, -0.136, new
 308, mp-560030,    26,  mp-554355,   123, CaF2         ,      6,   0.058,    0.4,   0.831,   0.660, -0.171, new
 310, mvc-3460 ,   185,  mvc-14740,   194, O3SbY        ,     30,   0.017,    0.1,   0.457,   0.392, -0.065, new
 312, mvc-3479 ,   185,  mvc-15941,   194, BiO3Y        ,     30,   0.035,    0.2,   0.646,   0.598, -0.048, new
 314, mp-557025,    33,  mp-5226  ,    62, K2O4Se       ,     84,   0.000,    0.4,   0.405,   0.381, -0.024, Known
 316, mp-765122,    33,  mp-765966,   225, F6LiV        ,     32,  -0.024,    6.1,   1.704,   1.793,  0.089, new
 318, mp-757909,     9,  mp-24262 ,    14, H2KO4P       ,    128,   0.003,    0.5,   0.361,   0.350, -0.011, new
 320, mp-555313,     9,  mp-550008,   221, BiO3Sc       ,     40,   0.324,   59.0,   0.730,   0.650, -0.080, new
 322, mp-551918,   161,  mp-23080 ,   221, AlBiO3       ,     30,   0.068,    0.1,   0.477,   0.311, -0.166, new
 324, mp-556892,    33,  mp-545379,   221, BiInO3       ,     20,   0.467,    2.2,   0.817,   0.758, -0.059, Known
 326, mvc-14734,   185,  mvc-14413,   194, O3Te         ,     24,   0.002,    0.1,   0.504,   0.430, -0.074, new
 328, mp-555891,     4,  mp-7648  ,    20, O2Si         ,     12,  -0.000,    0.1,   0.341,   0.485,  0.144, new
 330, mp-645295,     8,  mp-551886,   215, CNa4O4       ,     18,  -0.000,    0.6,   0.670,   0.619, -0.051, new
 332, mp-551176,     5,  mp-550679,    23, CO4Rb4       ,     18,  -0.004,    0.1,   0.742,   0.383, -0.359, new
 334, mp-647575,    33,  mp-653454,    62, Cl4K2Zn      ,     84,   0.013,    1.3,   0.679,   0.618, -0.061, Known
 336, mp-568350,    33,  mp-608314,    62, Cl4Rb2Zn     ,     84,   0.006,    1.3,   0.924,   0.843, -0.081, Known
 338, mp-23087 ,    29,  mp-23617 ,   219, B7ClMg3O13   ,     96,   0.010,    0.6,   0.496,   0.425, -0.071, Known
 340, mp-557711,    26,  mp-15248 ,   189, B2K3Nb3O12   ,     80,   0.004,    0.2,   0.219,   0.173, -0.046, new
 342, mp-550320,     5,  mp-551740,   121, CLi4O4       ,     18,   0.014,    0.3,   1.161,   0.871, -0.290, new
 344, mp-675395,     6,  mp-23680 ,    11, C2HO2        ,     40,  -0.003,    0.1,   0.313,   0.406,  0.093, new
 348, mp-560025,     4,  mp-556225,    11, Ag2S         ,      6,  -0.076,    0.0,   0.727,   0.494, -0.233, new
 350, mp-560025,     4,  mp-32791 ,    64, Ag2S         ,      6,   0.003,    0.2,   0.814,   0.666, -0.148, new
 352, mp-770427,     4,  mp-770125,    62, BaCl5La      ,     28,   0.014,    0.7,   1.524,   1.142, -0.382, new
 354, mp-699136,    46,  mp-644506,    74, AlCH2NaO5    ,     40,  -0.001,    0.1,   0.084,   0.083, -0.001, new
 356, mp-24614 ,    33,  mp-604245,    62, BeF4H8N2     ,    120,   0.010,    0.3,   0.553,   0.477, -0.076, new
 358, mp-642739,     8,  mp-570223,   221, Br3CsGe      ,     10,   0.015,    0.1,   0.331,   0.234, -0.097, new
 360, mp-625475,     5,  mp-690733,    15, H2O4S        ,     28,  -0.003,    0.5,   0.983,   0.907, -0.076, new
 362, mp-24614 ,    33,  mp-720982,    62, BeF4H8N2     ,    120,   0.010,    0.4,   0.546,   0.474, -0.072, new
 366, mp-765140,     9,  mvc-14312,    15, F5V          ,     24,   0.003,    0.5,   2.017,   1.004, -1.013, new
